city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,down_payment,loan_amount,monthly_mortgage,monthly_cash_flow,annual_cash_flow,cash_on_cash_pct,break_even_rent,yield_spread_pct,one_pct_rule,two_pct_rule,investment_score,hidden_gem,zhvi_date,zori_date
Pine Mountain Club,CA,"Bakersfield, CA",Kern County,374386.096024353,-5.33,1822.5,NA,21870,0.487,17.1,5.84,3.8,Moderate,NA,NA,922529,1.81,2.68,7.58,3.4,40.19,93596.52400608825,280789.57201826473,1915.4798571798951,-731,-8772,-8.37,2947,-1.41,FALSE,FALSE,40.5,FALSE,2026-02-28,2026-02-28
Omaha,NE,"Omaha-Council Bluffs, NE-IA",Douglas County,288850.4354101439,1.05,1403.2896707750388,3.98,16839.476049300465,0.486,17.2,5.83,3.79,Moderate,489265,-0.71,601158,2.68,7.03,5.47,6.04,38.25,72212.60885253598,216637.82655760794,1477.851866405271,-566,-6792,-8.4,2274,-1.42,FALSE,FALSE,49.6,FALSE,2026-02-28,2026-02-28
Fort Wayne,IN,"Fort Wayne, IN",Allen County,238592.7379564816,2.33,1160.4798758374825,3.09,13925.758510049787,0.486,17.1,5.84,3.79,Moderate,273203,3.33,399295,3.41,6.04,6.25,5.58,30.87,59648.1844891204,178944.5534673612,1220.7172982068048,-466,-5592,-8.37,1878,-1.41,FALSE,FALSE,57.8,FALSE,2026-02-28,2026-02-28
Maryville,TN,"Knoxville, TN",Blount County,382478.2647819424,0.69,1857.5689626277865,3.21,22290.82755153344,0.486,17.2,5.83,3.79,Moderate,32373,1.13,142211,4.83,9.42,10.61,3.93,23.05,95619.5661954856,286858.6985864568,1956.8819990346901,-749,-8988,-8.39,3011,-1.42,FALSE,FALSE,48.4,FALSE,2026-02-28,2026-02-28
Hot Springs,AR,"Hot Springs, AR",Garland County,238596.86918404177,-1.1,1158.763888888889,4.33,13905.166666666668,0.486,17.2,5.83,3.79,Moderate,37971,0.09,99902,-0.36,6.83,16.75,7.72,30.77,59649.21729601044,178947.65188803134,1220.738434897673,-468,-5616,-8.41,1878,-1.42,FALSE,FALSE,37.9,FALSE,2026-02-28,2026-02-28
Coraopolis,PA,"Pittsburgh, PA",Allegheny County,295672.4201844035,2.54,1436.109523809524,4.11,17233.31428571429,0.486,17.2,5.83,3.79,Moderate,5340,-3.68,1231814,-1.43,2.72,9.6,6.37,35.07,73918.10504610087,221754.31513830263,1512.7553378745538,-579,-6948,-8.39,2327,-1.42,FALSE,FALSE,38.3,FALSE,2026-02-28,2026-02-28
La Quinta,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,740084.0720763468,-2.1,3591.7255411255414,3.25,43100.7064935065,0.485,17.2,5.82,3.79,Moderate,39907,5.74,2529933,4.34,7.33,11.37,4.89,31.14,185021.0180190867,555063.0540572602,3786.508494134097,-1452,-17424,-8.41,5825,-1.43,FALSE,FALSE,48.6,FALSE,2026-02-28,2026-02-28
Adelanto,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,392398.775811712,-1.29,1907.1111111111113,0.52,22885.333333333336,0.486,17.1,5.83,3.79,Moderate,37941,-0.44,2214281,1.41,1.68,9.55,3.22,38.46,98099.693952928,294299.081858784,2007.6385288637748,-768,-9216,-8.39,3089,-1.42,FALSE,FALSE,35.6,FALSE,2026-02-28,2026-02-28
Reidsville,NC,"Greensboro-High Point, NC",Rockingham County,205871.29781916473,0.02,999.75,NA,11997,0.486,17.2,5.83,3.79,Moderate,14646,0.36,93517,2.52,14.56,10.68,3.39,27.65,51467.82445479118,154403.47336437355,1053.3038708746337,-403,-4836,-8.39,1620,-1.42,FALSE,FALSE,47.9,FALSE,2026-02-28,2026-02-28
Kuna,ID,"Boise City, ID",Ada County,453700.39595966367,0.43,2207.319444444445,4.64,26487.833333333336,0.487,17.1,5.84,3.79,Moderate,29127,18.81,535799,7.53,14.17,4.08,3.49,28.65,113425.09898991592,340275.29696974775,2321.277362818379,-887,-10644,-8.38,3571,-1.41,FALSE,FALSE,70.2,FALSE,2026-02-28,2026-02-28
Newton,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,430566.83468512865,2.34,2093.888888888889,NA,25126.66666666667,0.486,17.1,5.84,3.79,Moderate,8435,1.07,147444,2.45,7.46,8.75,6.65,15.09,107641.70867128216,322925.1260138465,2202.918612008022,-842,-10104,-8.38,3389,-1.41,FALSE,FALSE,51.2,FALSE,2026-02-28,2026-02-28
Roselle,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County,507614.1969903814,3.1,2467.8888888888887,7.26,29614.666666666664,0.486,17.1,5.83,3.79,Moderate,23064,2.03,594160,3.57,15.84,4.55,3.18,42.39,126903.54924759535,380710.64774278604,2597.117734549564,-993,-11916,-8.38,3996,-1.42,FALSE,FALSE,66,FALSE,2026-02-28,2026-02-28
Little River,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,317880.2113946111,-2.32,1544.8290598290598,-1.17,18537.94871794872,0.486,17.1,5.83,3.79,Moderate,NA,NA,413391,16.85,39.46,28.98,22.81,24.16,79470.05284865278,238410.15854595834,1626.3775508448837,-622,-7464,-8.39,2502,-1.42,FALSE,FALSE,55.6,FALSE,2026-02-28,2026-02-28
Mountain Home,ID,"Mountain Home, ID",Elmore County,353405.4208735342,1.04,1719.4047619047622,6.42,20632.857142857145,0.487,17.1,5.84,3.79,Moderate,16912,5.22,29729,3.66,-7.16,10.85,0.13,34.67,88351.35521838356,265054.0656551507,1808.135965223999,-691,-8292,-8.38,2782,-1.41,FALSE,FALSE,45.9,FALSE,2026-02-28,2026-02-28
Aledo,TX,"Dallas-Fort Worth-Arlington, TX",Parker County,534031.6776089804,-2.6,2597.3333333333335,4.19,31168,0.486,17.1,5.84,3.79,Moderate,6655,34.88,179707,20.16,32.26,7.74,10.08,17.92,133507.9194022451,400523.75820673537,2732.2780744759566,-1044,-12528,-8.38,4204,-1.41,FALSE,FALSE,62.9,FALSE,2026-02-28,2026-02-28
Sylva,NC,"Cullowhee, NC",Jackson County,325379.29036917567,0.88,1581.6666666666667,NA,18980,0.486,17.1,5.83,3.79,Moderate,2694,4.14,45281,7.44,6.16,33.67,3.64,37.4,81344.82259229392,244034.46777688176,1664.745254335254,-637,-7644,-8.39,2561,-1.42,FALSE,FALSE,46.8,FALSE,2026-02-28,2026-02-28
Highwood,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,461196.7782246224,7.24,2240.1666666666665,NA,26882,0.486,17.2,5.83,3.79,Moderate,5358,5.33,718604,0.73,3.75,4.97,4.19,25.6,115299.1945561556,345897.58366846683,2359.631269073795,-904,-10848,-8.4,3630,-1.42,FALSE,FALSE,64.8,FALSE,2026-02-28,2026-02-28
Hamilton,OH,"Cincinnati, OH-KY-IN",Butler County,293532.9746881673,3.46,1423.1051587301588,4.73,17077.261904761905,0.485,17.2,5.82,3.78,Moderate,63953,0.84,399542,2.21,8.05,6.17,4.38,30.13,73383.24367204182,220149.73101612547,1501.8092455995134,-577,-6924,-8.42,2310,-1.43,FALSE,FALSE,56.5,FALSE,2026-02-28,2026-02-28
Rochester,MN,"Rochester, MN",Olmsted County,334408.4068000997,3.65,1620.6245684243563,1.65,19447.49482109227,0.485,17.2,5.82,3.78,Moderate,123624,1.69,166424,2.07,4.01,5.16,5.59,29.29,83602.10170002493,250806.3051000748,1710.9411222780689,-658,-7896,-8.43,2632,-1.43,FALSE,FALSE,57.1,FALSE,2026-02-28,2026-02-28
Rock Hill,SC,"Charlotte-Concord-Gastonia, NC-SC",York County,320952.75398585567,-2.49,1554.6345182595185,2.13,18655.61421911422,0.484,17.2,5.81,3.78,Moderate,75798,1.53,303001,6.74,13.44,5.45,4.52,26.57,80238.18849646392,240714.56548939174,1642.0976684089542,-632,-7584,-8.44,2526,-1.44,FALSE,FALSE,53.5,FALSE,2026-02-28,2026-02-28
Casa Grande,AZ,"Phoenix-Mesa-Chandler, AZ",Pinal County,318148.97905439284,-2.91,1543.1488095238094,3.13,18517.785714285714,0.485,17.2,5.82,3.78,Moderate,68927,27.35,513862,19.44,51.32,12.6,6.32,19.48,79537.24476359821,238611.73429079464,1627.7526527625034,-625,-7500,-8.42,2504,-1.43,FALSE,FALSE,58.4,FALSE,2026-02-28,2026-02-28
Carol Stream,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,368752.0359156548,3.95,1788.6666666666667,3.68,21464,0.485,17.2,5.82,3.78,Moderate,39556,-0.51,937142,0.6,5.3,4.53,5.6,26.87,92188.0089789137,276564.0269367411,1886.6541909306598,-724,-8688,-8.41,2903,-1.43,FALSE,FALSE,54.8,FALSE,2026-02-28,2026-02-28
Bullhead City,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,297062.6261933848,1.5,1438.7846153846156,-1.06,17265.415384615386,0.484,17.2,5.81,3.78,Moderate,43266,4.27,226479,5.75,21.83,18.98,2.42,26.37,74265.6565483462,222796.9696450386,1519.8680796024432,-585,-7020,-8.44,2338,-1.44,FALSE,FALSE,56,FALSE,2026-02-28,2026-02-28
Winchester,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,660815.5763825647,-2.48,3203.911111111111,0.75,38446.933333333334,0.485,17.2,5.82,3.78,Moderate,NA,NA,2529933,4.34,7.33,11.37,4.89,31.14,165203.89409564118,495611.6822869235,3380.9453377488385,-1298,-15576,-8.42,5201,-1.43,FALSE,FALSE,46.7,FALSE,2026-02-28,2026-02-28
Lewiston,ME,"Lewiston-Auburn, ME",Androscoggin County,288144.5647354488,2.19,1398.0555555555557,2.36,16776.666666666668,0.485,17.2,5.82,3.78,Moderate,38772,4.48,115272,3.68,8.08,7.11,1.58,32.64,72036.1411838622,216108.4235515866,1474.240404672289,-566,-6792,-8.42,2268,-1.43,FALSE,FALSE,59.5,FALSE,2026-02-28,2026-02-28
Walker,MI,"Grand Rapids-Kentwood, MI",Kent County,347044.36680659855,5.23,1682.977777777778,NA,20195.733333333337,0.485,17.2,5.82,3.78,Moderate,25921,2.71,673002,2.2,7.09,4.57,4.07,29.64,86761.09170164964,260283.2751049489,1775.59076371936,-682,-8184,-8.42,2732,-1.43,FALSE,FALSE,64.3,FALSE,2026-02-28,2026-02-28
Andover,KS,"Wichita, KS",Butler County,325164.7386380552,3.18,1575.8333333333337,NA,18910.000000000004,0.485,17.2,5.82,3.78,Moderate,17000,13.58,69158,2.63,8.47,7.91,4.95,21.79,81291.1846595138,243873.5539785414,1663.6475385716385,-639,-7668,-8.42,2559,-1.43,FALSE,FALSE,64.2,FALSE,2026-02-28,2026-02-28
Saint Robert,MO,"Fort Leonard Wood, MO",Pulaski County,230037.74191434428,4.67,1115.952380952381,9.75,13391.428571428572,0.485,17.2,5.82,3.78,Moderate,NA,NA,53964,-0.14,-2.78,15.17,11.48,40.59,57509.43547858607,172528.30643575822,1176.9471828874,-452,-5424,-8.42,1811,-1.43,FALSE,FALSE,39.9,FALSE,2026-02-28,2026-02-28
Victoria,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,602126.744053524,0.57,2918.1111111111113,NA,35017.333333333336,0.485,17.2,5.82,3.78,Moderate,11937,11.86,112628,4.96,8.5,2.81,3.46,18.29,150531.686013381,451595.058040143,3080.67436785584,-1184,-14208,-8.43,4739,-1.43,FALSE,FALSE,67.3,FALSE,2026-02-28,2026-02-28
Windsor Heights,IA,"Des Moines-West Des Moines, IA",Polk County,278474.41009654076,2.61,1348.75,NA,16185,0.484,17.2,5.81,3.78,Moderate,5106,-2.48,516185,4.69,12.01,5.87,5,32.93,69618.60252413519,208855.80757240555,1424.764778778751,-548,-6576,-8.43,2192,-1.44,FALSE,FALSE,52.4,FALSE,2026-02-28,2026-02-28
Richwood,TX,"Houston-The Woodlands-Sugar Land, TX",Brazoria County,261374.65364353685,0.24,1267.6666666666667,NA,15212,0.485,17.2,5.82,3.78,Moderate,4835,1,413224,10.63,23.74,10.51,11.33,26,65343.66341088421,196030.99023265264,1337.2769169264232,-513,-6156,-8.41,2057,-1.43,FALSE,FALSE,51.7,FALSE,2026-02-28,2026-02-28
Chesapeake,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,413755.1522409906,2.77,2001.951975798828,7.53,24023.423709585935,0.484,17.2,5.81,3.77,Moderate,254997,2.11,NA,NA,NA,NA,NA,NA,103438.78806024765,310316.36418074294,2116.904629573812,-816,-9792,-8.45,3257,-1.44,FALSE,FALSE,55.1,FALSE,2026-02-28,2026-02-28
Newnan,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Coweta County,361886.92011261656,-2.36,1749.613952020202,-0.34,20995.367424242424,0.483,17.2,5.8,3.77,Moderate,45548,6.33,158233,7.82,9.75,4.98,2.88,22.41,90471.73002815414,271415.1900844624,1851.5300472256229,-714,-8568,-8.46,2849,-1.45,FALSE,FALSE,58.8,FALSE,2026-02-28,2026-02-28
Simpsonville,SC,"Greenville-Anderson, SC",Greenville County,373149.1857339654,1.9,1804.713434799924,3.67,21656.56121759909,0.484,17.2,5.8,3.77,Moderate,28078,18.95,570745,8.25,17.14,7.49,6.9,31.24,93287.29643349136,279861.8893004741,1909.1514257249469,-736,-8832,-8.45,2937,-1.45,FALSE,FALSE,67.4,FALSE,2026-02-28,2026-02-28
Greenwood,IN,"Indianapolis-Carmel-Anderson, IN",Johnson County,320956.70114483655,0.73,1549.6360750360752,0.08,18595.6329004329,0.483,17.3,5.79,3.77,Moderate,68175,6.56,170614,5.15,11.12,5.07,6.28,26.06,80239.17528620914,240717.5258586274,1642.1178633456818,-635,-7620,-8.48,2526,-1.46,FALSE,FALSE,64.1,FALSE,2026-02-28,2026-02-28
Hickory,NC,"Hickory-Lenoir-Morganton, NC",Catawba County,289140.5883493757,1.96,1398.2713675213674,4.37,16779.25641025641,0.484,17.2,5.8,3.77,Moderate,45081,3.19,167054,3.83,14.62,9.48,5.52,27.28,72285.14708734392,216855.4412620318,1479.3363823007649,-570,-6840,-8.45,2276,-1.45,FALSE,FALSE,58.1,FALSE,2026-02-28,2026-02-28
Mechanicsville,VA,"Richmond, VA",Hanover County,431435.6101341423,2.8,2085.6388888888887,NA,25027.666666666664,0.483,17.2,5.8,3.77,Moderate,NA,NA,115309,4.63,10.7,4.48,3.54,17.19,107858.90253353557,323576.7076006067,2207.3635470381146,-852,-10224,-8.46,3396,-1.45,FALSE,FALSE,67.1,FALSE,2026-02-28,2026-02-28
Carlisle,PA,"Harrisburg-Carlisle, PA",Cumberland County,323472.81586648244,3.77,1561.8968253968253,1.64,18742.761904761905,0.483,17.3,5.79,3.77,Moderate,22517,11.75,275516,5.86,13.9,4.61,1.99,28.63,80868.20396662061,242604.61189986183,1654.9911167032346,-640,-7680,-8.48,2546,-1.46,FALSE,FALSE,73,FALSE,2026-02-28,2026-02-28
Perrysburg,OH,"Toledo, OH",Wood County,323992.7840665362,2.61,1564.074074074074,3.35,18768.888888888887,0.483,17.3,5.79,3.77,Moderate,25313,1.09,133077,0.61,2,5.46,2.9,35.44,80998.19601663404,242994.58804990212,1657.6514414966857,-641,-7692,-8.48,2550,-1.46,FALSE,FALSE,51.2,FALSE,2026-02-28,2026-02-28
Waynesboro,PA,"Chambersburg-Waynesboro, PA",Franklin County,269343.89192072715,3.19,1300.6666666666667,NA,15608,0.483,17.3,5.79,3.77,Moderate,11101,0.65,159285,2.14,8.04,5.63,3.51,26.78,67335.97298018179,202007.91894054535,1378.0501068475362,-533,-6396,-8.48,2120,-1.46,FALSE,FALSE,56.5,FALSE,2026-02-28,2026-02-28
Saint Marys,GA,"St. Marys, GA",Camden County,308381.8022653604,0.42,1492.2698412698412,1.42,17907.238095238095,0.484,17.2,5.81,3.77,Moderate,NA,NA,59099,7.59,13.86,9.35,6.6,36.22,77095.4505663401,231286.3516990203,1577.7806302980537,-608,-7296,-8.45,2427,-1.44,FALSE,FALSE,58.7,FALSE,2026-02-28,2026-02-28
Hilton,NY,"Rochester, NY",Monroe County,291087.9260163933,3.92,1406.6666666666663,NA,16879.999999999996,0.483,17.2,5.8,3.77,Moderate,5975,-0.99,752202,-0.73,1.18,6.27,5.62,36.48,72771.98150409832,218315.94451229495,1489.2995890435097,-575,-6900,-8.47,2291,-1.45,FALSE,FALSE,46.8,FALSE,2026-02-28,2026-02-28
Chino Valley,AZ,"Prescott Valley-Prescott, AZ",Yavapai County,493421.2166615759,1.33,2387,NA,28644,0.484,17.2,5.81,3.77,Moderate,13911,6.05,252013,6.23,16.63,12.2,4.45,26.49,123355.30416539397,370065.9124961819,2524.5018756224495,-973,-11676,-8.45,3884,-1.44,FALSE,FALSE,58.5,FALSE,2026-02-28,2026-02-28
Bellingham,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,527360.2633501105,0.42,2550.5833333333335,4.26,30607,0.484,17.2,5.8,3.77,Moderate,NA,NA,740754,2.35,9.81,4.09,3.95,31.48,131840.06583752763,395520.1975125829,2698.144970262234,-1040,-12480,-8.45,4151,-1.45,FALSE,FALSE,59.8,FALSE,2026-02-28,2026-02-28
Ashland City,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Cheatham County,341797.13096966036,-0.99,1651.2333333333331,3.61,19814.799999999996,0.483,17.2,5.8,3.77,Moderate,5689,9.7,42604,3.68,9.93,7.36,0.28,18.05,85449.28274241509,256347.84822724527,1748.74421504071,-675,-8100,-8.46,2690,-1.45,FALSE,FALSE,58.1,FALSE,2026-02-28,2026-02-28
Millbury,MA,"Worcester, MA-CT",Worcester County,490721.8369592023,1.59,2369.555555555555,NA,28434.666666666664,0.483,17.3,5.79,3.77,Moderate,NA,NA,881248,2.82,8.7,5.7,3.41,34.33,122680.45923980058,368041.37771940173,2510.6909795937663,-970,-11640,-8.47,3863,-1.46,FALSE,FALSE,59.1,FALSE,2026-02-28,2026-02-28
Bakersfield,CA,"Bakersfield, CA",Kern County,391442.8923579438,-0.38,1887.4327634245185,1.81,22649.193161094223,0.482,17.3,5.79,3.76,Moderate,417468,3.02,922529,1.81,2.68,7.58,3.4,40.19,97860.72308948595,293582.16926845786,2002.7479212238331,-776,-9312,-8.5,3081,-1.46,FALSE,FALSE,47.1,FALSE,2026-02-28,2026-02-28
Greenville,SC,"Greenville-Anderson, SC",Greenville County,321242.9828036222,1.86,1548.4997688609467,-0.51,18581.99722633136,0.482,17.3,5.78,3.76,Moderate,74371,4.12,570745,8.25,17.14,7.49,6.9,31.24,80310.74570090555,240932.23710271664,1643.5825725234722,-637,-7644,-8.5,2529,-1.47,FALSE,FALSE,62,FALSE,2026-02-28,2026-02-28
Schenectady,NY,"Albany-Schenectady-Troy, NY",Schenectady County,313245.82708206604,4.65,1509.626984126984,1.33,18115.52380952381,0.482,17.3,5.78,3.76,Moderate,69495,1.68,162261,1.86,11.06,6.65,4.78,36.18,78311.45677051651,234934.37031154952,1602.6665479647627,-621,-7452,-8.5,2466,-1.47,FALSE,FALSE,60.6,FALSE,2026-02-28,2026-02-28
Downers Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,482251.8150394112,6.56,2324.3629629629627,5.09,27892.35555555555,0.482,17.3,5.78,3.76,Moderate,50552,0.74,937142,0.6,5.3,4.53,5.6,26.87,120562.9537598528,361688.8612795584,2467.355619254485,-957,-11484,-8.5,3796,-1.47,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
Blacksburg,VA,"Blacksburg-Christiansburg, VA",Montgomery County,412402.1764383856,1.66,1986.700336700337,4.83,23840.40404040404,0.482,17.3,5.78,3.76,Moderate,45452,1.56,98998,-0.59,-0.17,13.02,3.29,45.26,103100.5441095964,309301.6323287892,2109.9823695736086,-819,-9828,-8.51,3246,-1.47,FALSE,FALSE,40.4,FALSE,2026-02-28,2026-02-28
Moorhead,MN,"Fargo, ND-MN",Clay County,280207.43700036354,2.82,1352.452380952381,3.63,16229.428571428572,0.483,17.3,5.79,3.76,Moderate,45726,2.65,66848,2.28,8.56,4.78,7.37,33.36,70051.85925009089,210155.57775027264,1433.6315026274042,-555,-6660,-8.49,2206,-1.46,FALSE,FALSE,62.4,FALSE,2026-02-28,2026-02-28
Owasso,OK,"Tulsa, OK",Tulsa County,313439.05954506114,2.12,1510.223931623931,2.71,18122.687179487173,0.482,17.3,5.78,3.76,Moderate,42821,11.51,693514,3.4,7.29,9.07,6.06,40.26,78359.76488626529,235079.29465879587,1603.6551874857037,-622,-7464,-8.5,2467,-1.47,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
The Colony,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,401129.26985316025,-5.23,1934.3419184981683,-1.02,23212.10302197802,0.482,17.3,5.79,3.76,Moderate,45897,2.51,1045120,14.28,23.72,4.75,5.09,34.63,100282.31746329006,300846.9523898702,2052.306548475634,-795,-9540,-8.49,3157,-1.46,FALSE,FALSE,56.9,FALSE,2026-02-28,2026-02-28
Hermiston,OR,"Hermiston-Pendleton, OR",Umatilla County,335831.3162554148,1.03,1620,NA,19440,0.482,17.3,5.79,3.76,Moderate,19746,1.46,80491,0.75,8.6,11.04,5.28,32.86,83957.8290638537,251873.4871915611,1718.2211853711958,-665,-7980,-8.49,2643,-1.46,FALSE,FALSE,48.3,FALSE,2026-02-28,2026-02-28
Lapeer,MI,"Detroit-Warren-Dearborn, MI",Lapeer County,256795.17932302703,4.22,1236.75,NA,14841,0.482,17.3,5.78,3.76,Moderate,9146,1.24,89168,0.66,4.71,6.76,1.45,14.02,64198.79483075676,192596.38449227027,1313.8468512520863,-510,-6120,-8.51,2021,-1.47,FALSE,FALSE,54,FALSE,2026-02-28,2026-02-28
Springfield,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,324583.5223600079,-1.28,1565.1166666666668,-2.67,18781.4,0.482,17.3,5.79,3.76,Moderate,19842,5.49,78459,7.53,20.38,5.15,3.83,22.79,81145.88059000198,243437.64177000592,1660.6738488831404,-643,-7716,-8.49,2555,-1.46,FALSE,FALSE,63.1,FALSE,2026-02-28,2026-02-28
Suisun City,CA,"Vallejo, CA",Solano County,525546.8512390583,-4.05,2531.055555555555,2.29,30372.666666666664,0.482,17.3,5.78,3.76,Moderate,29614,0.46,455101,0.49,7.61,4.68,3.13,36.77,131386.71280976458,394160.13842929376,2688.866969801286,-1044,-12528,-8.51,4137,-1.47,FALSE,FALSE,47.2,FALSE,2026-02-28,2026-02-28
Grayslake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,355302.2826088112,4.61,1712.5,NA,20550,0.482,17.3,5.78,3.76,Moderate,21262,0.21,718604,0.73,3.75,4.97,4.19,25.6,88825.5706522028,266476.7119566084,1817.8409208416401,-705,-8460,-8.5,2797,-1.47,FALSE,FALSE,54.4,FALSE,2026-02-28,2026-02-28
Portsmouth,RI,"Providence-Warwick, RI-MA",Newport County,656571.7031103071,3.53,3162.5,NA,37950,0.482,17.3,5.78,3.76,Moderate,NA,NA,83468,-2.39,-1.38,16.92,7.6,32.56,164142.92577757678,492428.77733273036,3359.2323151345995,-1304,-15648,-8.51,5168,-1.47,FALSE,FALSE,34.3,FALSE,2026-02-28,2026-02-28
Princeton,IN,NA,Gibson County,181700.247063842,4.7,875,NA,10500,0.482,17.3,5.78,3.76,Moderate,8481,2.03,33038,-0.06,3,10.88,6.54,24.23,45425.0617659605,136275.1852978815,929.636989704768,-361,-4332,-8.51,1430,-1.47,FALSE,FALSE,49.9,FALSE,2026-02-28,2026-02-28
Holly Springs,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,431601.2961271753,-0.92,2080.7936507936506,0.83,24969.52380952381,0.482,17.3,5.79,3.76,Moderate,20133,20.61,293513,9.45,18.15,4.61,5.09,22.59,107900.32403179382,323700.97209538147,2208.2112499459995,-856,-10272,-8.5,3397,-1.46,FALSE,FALSE,67.7,FALSE,2026-02-28,2026-02-28
Prairie Grove,AR,"Fayetteville-Springdale-Rogers, AR",Washington County,312776.33520167106,4.02,1507.3333333333333,NA,18088,0.482,17.3,5.78,3.76,Moderate,8589,20.41,266184,7.86,10.41,7.47,4.52,44.44,78194.08380041776,234582.25140125328,1600.2644762811294,-620,-7440,-8.5,2462,-1.47,FALSE,FALSE,67.9,FALSE,2026-02-28,2026-02-28
Dunellen,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,517455.99221944535,2.49,2493.75,NA,29925,0.482,17.3,5.78,3.76,Moderate,8411,10.41,890119,3.33,12.92,3.48,2.61,36.53,129363.99805486134,388091.99416458403,2647.471528987846,-1027,-12324,-8.51,4073,-1.47,FALSE,FALSE,72.3,FALSE,2026-02-28,2026-02-28
Urbana,OH,"Urbana, OH",Champaign County,197186.17788642528,2.87,950,NA,11400,0.482,17.3,5.78,3.76,Moderate,11211,0.24,38907,0.42,1.41,8.23,4.26,23.34,49296.54447160632,147889.63341481896,1008.8679998179483,-391,-4692,-8.5,1552,-1.47,FALSE,FALSE,44.7,FALSE,2026-02-28,2026-02-28
Pleasant View,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Robertson County,409908.60240511416,-1.19,1974.5,NA,23694,0.482,17.3,5.78,3.76,Moderate,5629,15.54,78459,7.53,20.38,5.15,3.83,22.79,102477.15060127854,307431.45180383563,2097.224441638145,-814,-9768,-8.51,3226,-1.47,FALSE,FALSE,66.6,FALSE,2026-02-28,2026-02-28
Ocean City,MD,"Salisbury, MD-DE",Worcester County,436988.3873625157,-3.56,2104.166666666667,NA,25250.000000000004,0.482,17.3,5.78,3.76,Moderate,6884,0.51,54337,3.46,8.13,57.89,10.99,23.26,109247.09684062893,327741.2905218868,2235.773343890358,-868,-10416,-8.51,3440,-1.47,FALSE,FALSE,35.8,FALSE,2026-02-28,2026-02-28
Summerville,SC,"Charleston-North Charleston, SC",Dorchester County,378031.33392739174,-1.11,1818.747850063343,2.48,21824.974200760116,0.481,17.3,5.77,3.75,Moderate,52625,3.27,174663,7.78,24.37,7.32,11.12,24.57,94507.83348184793,283523.5004455438,1934.1300684245064,-752,-9024,-8.53,2976,-1.48,FALSE,FALSE,57.4,FALSE,2026-02-28,2026-02-28
North Brunswick,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,530624.6736807154,2.35,2548.8936507936505,1.52,30586.723809523806,0.48,17.3,5.76,3.75,Moderate,NA,NA,890119,3.33,12.92,3.48,2.61,36.53,132656.16842017884,397968.50526053656,2714.8467449815516,-1058,-12696,-8.55,4177,-1.49,FALSE,FALSE,67.3,FALSE,2026-02-28,2026-02-28
Germantown,TN,"Memphis, TN-MS-AR",Shelby County,478938.4544701953,-0.83,2300.120634920635,5.48,27601.44761904762,0.48,17.4,5.76,3.75,Moderate,40128,-2.75,910530,-2.07,-7.65,10.56,7.81,45.42,119734.61361754882,359203.84085264645,2450.403399347541,-955,-11460,-8.55,3770,-1.49,FALSE,FALSE,29,FALSE,2026-02-28,2026-02-28
Butte,MT,"Butte-Silver Bow, MT",Silver Bow County,274162.7753626294,3.11,1317.7777777777778,9.84,15813.333333333334,0.481,17.3,5.77,3.75,Moderate,NA,NA,36134,2.62,3.43,11.78,11.97,29.51,68540.69384065735,205622.08152197202,1402.7050667006954,-546,-6552,-8.54,2158,-1.48,FALSE,FALSE,48.9,FALSE,2026-02-28,2026-02-28
